;LOPE_AmorConVista(1626);LOPE_AmorPleitoYDesafio(1621);LOPE_AyVerdadesQueEnAmor(1625);LOPE_BastardoMudarra(1612);LOPE_BatallaDelHonor(1608);LOPE_Benavides(1600);LOPE_BizarriasDeBelisa(1634);LOPE_BrasilRestituido(1625);LOPE_BuenaGuarda(1610);LOPE_BurgalesaDeLerma(1613);LOPE_CaballeroDelSacramento(1610);LOPE_CardenalDeBelen(1610);LOPE_CarlosQuintoEnFrancia(1604);LOPE_CastigoSinVenganza(1631);LOPE_CoronaDeHungria(1623);LOPE_CoronaMerecida(1603);LOPE_CuerdoLoco(1602);LOPE_DamaBoba(1613);LOPE_DelMonteSale(1627);LOPE_DesdenVengado(1617);LOPE_DiscordiaEnLosCasados(1611);LOPE_EstefaniaLaDesdichada(1604);LOPE_FavorAgradecido(1593);LOPE_GalanDeLaMembrilla(1615);LOPE_HermosaEster(1610);LOPE_LoQuePasaEnUnaTarde(1617);LOPE_MarquesDeLasNavas(1624);LOPE_MasPuedenCelos(1627);LOPE_MayorVictoriaDeAlemania(1622);LOPE_NinezDelPadreRojas(1625);LOPE_PedroCarbonero(1603);LOPE_PoderEnElDiscreto(1623);LOPE_PrincipeDespenado(1602);LOPE_PruebaDeLosAmigos(1604);LOPE_QuienMasNoPuede(1616);LOPE_SantiagoElVerde(1615);LOPE_SembrarEnBuenaTierra(1616);LOPE_SinSecretoNoHayAmor(1626)
vera;0,020073603;0;0;0,006109109;0,018160906;0,027021185;0,02845355;0;0,019509657;0,005673437;0,006347191;0,006868604;0,013876362;0,01303696;0,015054573;0,006391001;0,006058403;0,01245873;0,006614632;0,012614317;0,012523482;0,013583265;0;0;0;0,052328624;0;0,007274844;0;0,025447451;0;0,013243279;0;0,006173602;0,012846865;0,011844131;0;0,013051423
acostar;0,020073603;0;0;0,006109109;0,060536352;0,010808474;0,021340162;0;0,013006438;0,011346874;0,006347191;0,006868604;0;0,01303696;0;0,04473701;0,006058403;0,006229365;0,006614632;0,006307159;0;0,020374898;0;0,00576668;0;0;0,008640055;0;0,014129283;0;0;0,00662164;0,012356357;0,006173602;0,032117163;0,005922066;0;0,026102845
confiar;0,006691201;0,006548788;0,014357502;0,012218217;0,006053635;0,016212711;0,02845355;0,008547009;0,006503219;0,005673437;0,006347191;0,006868604;0;0;0,015054573;0,012782003;0,036350418;0;0,026458526;0,012614317;0;0,013583265;0,011741913;0,00576668;0,013627691;0,013082156;0;0;0,014129283;0;0,027576698;0,013243279;0,018534536;0,006173602;0,006423433;0;0;0,013051423
crueldad;0,006691201;0,013097577;0,043072505;0,012218217;0;0;0,014226775;0,017094017;0;0;0,006347191;0,006868604;0;0;0,060218291;0,019173004;0,018175209;0;0,006614632;0,031535793;0,006261741;0,006791633;0,005870956;0;0,006813846;0;0;0,014549687;0,007064641;0;0;0,026486558;0,012356357;0,006173602;0,032117163;0;0;0,019577134
despojo;0;0,013097577;0;0,030545543;0,006053635;0,032425422;0,014226775;0,008547009;0,006503219;0;0,025388765;0;0,006938181;0,01303696;0,015054573;0;0,024233612;0,006229365;0;0,006307159;0,018785222;0,020374898;0,023483826;0,00576668;0,027255383;0;0;0;0,028258566;0,016964967;0,006894174;0;0;0;0,006423433;0,011844131;0;0,006525711
mendoza;0;0;0;0;0;0;0;0;0;0;0;0;0,034690904;0;0;0;0;0;0;0;0;0,006791633;0;0;0;0;0,241921548;0,174596246;0,007064641;0;0;0;0;0;0;0;0;0
rojo;0,006691201;0,032743942;0;0,024436435;0,006053635;0,010808474;0;0;0,013006438;0,005673437;0,012694383;0,034343018;0,027752723;0,01303696;0,007527286;0,019173004;0,006058403;0,01245873;0,006614632;0;0;0,013583265;0;0,01730004;0;0;0;0,036374218;0;0,033929935;0,006894174;0;0,012356357;0;0,012846865;0,005922066;0;0,013051423
traza;0,020073603;0;0,035893754;0;0,01210727;0,021616948;0;0,017094017;0;0,011346874;0,012694383;0,006868604;0;0;0,015054573;0,019173004;0,006058403;0,018688096;0;0,006307159;0,018785222;0;0,017612869;0,02306672;0;0,013082156;0,008640055;0;0,007064641;0;0,006894174;0,00662164;0,006178179;0,006173602;0,012846865;0,023688262;0,02050581;0,006525711
alzar;0,006691201;0;0,007178751;0,006109109;0,01210727;0,021616948;0,007113387;0,008547009;0,026012876;0;0;0,006868604;0,006938181;0,00651848;0,007527286;0,031955007;0,024233612;0,024917461;0;0;0;0,006791633;0,011741913;0,00576668;0;0,006541078;0,025920166;0;0,007064641;0,008482484;0,006894174;0,00662164;0,037069072;0,006173602;0,019270298;0,011844131;0;0,013051423
arnaldo;0,020073603;0;0;0;0,157394515;0;0;0;0;0;0;0;0;0,00651848;0,097854723;0;0;0;0;0;0;0;0;0;0;0;0;0,036374218;0;0;0;0;0;0;0;0;0;0,065257113
cien;0;0;0;0;0;0,005404237;0;0,008547009;0,052025753;0;0,006347191;0;0,006938181;0,00651848;0;0,006391001;0,036350418;0,006229365;0;0,006307159;0;0;0,005870956;0,00576668;0;0,006541078;0,008640055;0;0,007064641;0;0,041365047;0;0;0,024694407;0,006423433;0,011844131;0,11619959;0,006525711
ciencia;0;0,013097577;0;0;0,006053635;0;0,007113387;0;0;0;0,006347191;0,013737207;0;0,01955544;0,030109146;0;0,006058403;0,037376191;0,006614632;0,056764428;0;0,033958164;0,005870956;0;0;0;0;0,007274844;0;0,084824837;0;0,00662164;0;0;0;0,005922066;0,02734108;0,026102845
coger;0,013382402;0,006548788;0,014357502;0,006109109;0,018160906;0,016212711;0,007113387;0,008547009;0,006503219;0,051060933;0;0,006868604;0;0,01303696;0;0,006391001;0;0;0;0,006307159;0,006261741;0,020374898;0,023483826;0,01730004;0;0,006541078;0,008640055;0,014549687;0,021193924;0;0,006894174;0,013243279;0;0,006173602;0,006423433;0,017766197;0;0,019577134
comprar;0;0;0,014357502;0;0;0;0;0;0,013006438;0,017020311;0;0;0;0,00651848;0,015054573;0;0,006058403;0,01245873;0;0,012614317;0,006261741;0;0;0,01153336;0;0;0;0;0;0,016964967;0;0,00662164;0,012356357;0,03704161;0,006423433;0,065142722;0,11619959;0
espera;0,006691201;0;0,007178751;0,012218217;0,006053635;0,027021185;0;0;0,013006438;0,011346874;0,019041574;0,006868604;0,013876362;0,01955544;0;0,025564006;0,006058403;0;0,006614632;0,006307159;0,012523482;0,013583265;0,005870956;0,01153336;0;0,019623234;0,008640055;0;0;0;0;0,00662164;0,037069072;0,012347203;0,025693731;0,005922066;0,01367054;0,006525711
infierno;0,013382402;0,006548788;0;0,006109109;0,018160906;0;0,007113387;0,017094017;0,039019315;0,005673437;0,006347191;0,027474414;0,020814542;0;0;0,031955007;0;0,006229365;0;0,037842952;0,006261741;0,020374898;0;0;0,006813846;0;0,008640055;0;0,014129283;0,016964967;0;0,013243279;0,012356357;0;0;0,011844131;0;0,032628557
laurencio;0;0;0;0;0;0;0;0,017094017;0;0;0;0;0;0;0;0;0;0,348844453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
persuadir;0;0,006548788;0,028715004;0,018327326;0;0,010808474;0,007113387;0,042735043;0,013006438;0,011346874;0;0,013737207;0,006938181;0,039110879;0,007527286;0,012782003;0,006058403;0,006229365;0,006614632;0,006307159;0,018785222;0,006791633;0;0,00576668;0,020441537;0,006541078;0;0,007274844;0;0,025447451;0;0;0,012356357;0,006173602;0,012846865;0,011844131;0;0,013051423
poderoso;0;0;0;0,012218217;0,01210727;0;0,021340162;0,017094017;0,006503219;0;0,025388765;0;0;0,00651848;0;0,025564006;0,012116806;0,006229365;0;0,006307159;0,012523482;0,020374898;0,011741913;0;0,074952303;0;0;0,014549687;0,021193924;0,008482484;0,006894174;0,039729837;0,006178179;0;0,012846865;0,005922066;0;0
pueblo;0;0;0;0,006109109;0;0,005404237;0,007113387;0;0,006503219;0,005673437;0;0,006868604;0;0;0,007527286;0,006391001;0,048467224;0;0,019843895;0;0,043832185;0,006791633;0,023483826;0;0,170346143;0,006541078;0;0;0;0;0,006894174;0;0;0;0;0;0;0
roberto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,037636432;0;0,12116806;0;0,006614632;0,069378745;0;0;0;0;0;0;0;0;0,007064641;0;0;0;0;0;0;0;0;0,130514226
ropa;0,040147206;0;0,007178751;0;0,024214541;0;0;0;0,006503219;0,011346874;0;0,061817433;0,006938181;0,00651848;0;0;0;0,01245873;0,013229263;0,006307159;0,012523482;0,013583265;0,011741913;0,00576668;0,040883074;0;0;0;0,007064641;0;0,006894174;0;0,006178179;0,012347203;0;0,047376525;0,01367054;0
victoria;0;0,006548788;0,014357502;0,030545543;0,006053635;0,021616948;0;0,128205128;0;0,005673437;0,025388765;0;0,006938181;0;0,015054573;0,006391001;0,024233612;0;0;0;0,006261741;0;0;0,00576668;0,006813846;0;0;0,007274844;0,056517132;0,016964967;0;0;0,012356357;0;0;0;0;0,006525711
aquestos;0,020073603;0,013097577;0,007178751;0;0,01210727;0,010808474;0,014226775;0,008547009;0,013006438;0,034040622;0,006347191;0,020605811;0,013876362;0,00651848;0,007527286;0;0,012116806;0;0,013229263;0,006307159;0,006261741;0,020374898;0,017612869;0,00576668;0,006813846;0,013082156;0,008640055;0;0,007064641;0;0;0,013243279;0,018534536;0,006173602;0;0,011844131;0,01367054;0
ester;0;0;0;0;0;0;0;0;0,006503219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,381575361;0;0;0;0;0;0;0;0;0;0;0;0;0
gobierno;0;0;0,007178751;0,012218217;0;0,027021185;0;0,034188034;0,032516095;0,005673437;0;0,020605811;0,006938181;0,01303696;0,015054573;0;0,042408821;0,01245873;0,013229263;0,018921476;0,025046963;0;0,005870956;0;0,027255383;0;0,008640055;0,007274844;0,007064641;0,008482484;0;0;0,018534536;0;0;0;0,00683527;0
jesús;0,006691201;0;0,007178751;0;0;0,010808474;0,014226775;0;0,07153541;0,005673437;0;0,013737207;0,013876362;0,00651848;0;0,006391001;0;0,01245873;0;0;0;0,033958164;0;0;0;0;0,034560221;0;0,028258566;0,033929935;0;0,00662164;0,024712715;0,043215212;0;0,011844131;0;0
justamente;0;0,039292731;0,014357502;0;0,01210727;0,005404237;0,042680324;0,025641026;0,006503219;0;0,019041574;0,006868604;0,020814542;0;0,015054573;0;0,006058403;0,01245873;0,006614632;0,006307159;0;0,020374898;0,005870956;0,00576668;0,006813846;0,006541078;0,025920166;0,021824531;0,007064641;0,008482484;0,013788349;0;0;0,006173602;0,006423433;0,011844131;0;0,006525711
leonarda;0;0;0;0;0;0;0;0;0,013006438;0,221264042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,092604025;0;0;0;0,006525711
pariente;0,026764804;0;0,021536253;0,030545543;0;0,032425422;0,007113387;0;0;0,005673437;0,019041574;0;0,013876362;0;0,007527286;0,006391001;0;0,024917461;0;0;0;0,006791633;0,005870956;0,01153336;0,006813846;0,006541078;0,008640055;0,021824531;0;0;0,020682523;0;0,030890893;0,006173602;0,006423433;0,023688262;0,00683527;0,006525711
planta;0,013382402;0;0,007178751;0,018327326;0,01210727;0;0,007113387;0,008547009;0,026012876;0,005673437;0;0,013737207;0,006938181;0;0,022581859;0;0,030292015;0,006229365;0,013229263;0,012614317;0,006261741;0;0,005870956;0,01153336;0,034069229;0,019623234;0,017280111;0;0,007064641;0,033929935;0;0;0,024712715;0;0,006423433;0;0,00683527;0,006525711
provecho;0;0,006548788;0;0;0;0,010808474;0,007113387;0,008547009;0,006503219;0,017020311;0;0,013737207;0,020814542;0;0;0,019173004;0,012116806;0;0;0,012614317;0,025046963;0,006791633;0,029354782;0,01153336;0,020441537;0,019623234;0,025920166;0,007274844;0;0,008482484;0,013788349;0;0,012356357;0,024694407;0;0;0,02050581;0,013051423
sobrino;0,006691201;0;0,007178751;0,158836826;0;0,005404237;0;0,008547009;0;0;0,019041574;0;0,027752723;0,00651848;0;0;0;0,006229365;0,006614632;0;0;0,006791633;0,011741913;0;0,034069229;0;0;0;0,014129283;0;0,006894174;0,033108198;0;0,006173602;0;0;0;0
sonar;0,006691201;0;0,014357502;0,006109109;0,006053635;0;0,007113387;0,017094017;0,006503219;0,005673437;0,031735957;0,013737207;0,013876362;0,01955544;0,022581859;0,006391001;0,012116806;0;0,006614632;0;0,006261741;0,006791633;0,011741913;0,02306672;0,006813846;0,006541078;0,008640055;0;0,028258566;0,008482484;0,013788349;0;0,012356357;0,018520805;0,006423433;0,017766197;0;0,006525711
alejar;0;0;0;0,006109109;0,006053635;0,005404237;0;0,008547009;0;0;0,006347191;0;0;0,00651848;0;0,019173004;0;0;0,006614632;0,006307159;0,006261741;0,020374898;0;0;0;0;0,017280111;0;0,007064641;0;0,006894174;0,225135744;0,006178179;0;0,006423433;0;0;0,006525711
arder;0,006691201;0;0;0,006109109;0;0,043233895;0;0,025641026;0,013006438;0,017020311;0,057124722;0,006868604;0,006938181;0,00651848;0,015054573;0,012782003;0;0,01245873;0,006614632;0,012614317;0,006261741;0,006791633;0,005870956;0,01153336;0;0;0,025920166;0;0,007064641;0,008482484;0,006894174;0,00662164;0,006178179;0,018520805;0;0;0,00683527;0
asir;0;0,013097577;0;0,006109109;0;0,005404237;0,021340162;0,008547009;0,026012876;0,005673437;0;0,006868604;0,013876362;0,00651848;0,015054573;0,006391001;0,054525627;0,006229365;0;0,006307159;0,018785222;0,033958164;0,017612869;0,00576668;0,013627691;0;0,017280111;0;0,007064641;0;0,006894174;0;0,012356357;0,006173602;0,006423433;0;0,01367054;0,006525711
consuelo;0;0,006548788;0,014357502;0,030545543;0,006053635;0,005404237;0;0;0,006503219;0;0,025388765;0,027474414;0;0,01955544;0,015054573;0,006391001;0;0;0,026458526;0,006307159;0,018785222;0;0;0,00576668;0,020441537;0,006541078;0,008640055;0;0,014129283;0,016964967;0,020682523;0,013243279;0,006178179;0,012347203;0;0,011844131;0,01367054;0,006525711
demonio;0,006691201;0,006548788;0;0;0,01210727;0,005404237;0;0;0,078038629;0,017020311;0;0,082423243;0,006938181;0;0;0,006391001;0,006058403;0,006229365;0,006614632;0,006307159;0,006261741;0,020374898;0;0;0;0,006541078;0,008640055;0;0,007064641;0,016964967;0;0,00662164;0,006178179;0,012347203;0,006423433;0;0,02050581;0,006525711
despertar;0;0;0,021536253;0;0,054482717;0,005404237;0,02845355;0,008547009;0,032516095;0,011346874;0;0,013737207;0;0,01955544;0,007527286;0,012782003;0,012116806;0,006229365;0,006614632;0;0,006261741;0,006791633;0;0,01730004;0,006813846;0;0,008640055;0,014549687;0,014129283;0,008482484;0,006894174;0,00662164;0,024712715;0;0,006423433;0;0;0
fernando;0;0;0;0,030545543;0;0,010808474;0,035566937;0,017094017;0;0,005673437;0;0;0,055505446;0;0;0;0;0;0;0;0;0,135832654;0;0,040366761;0;0;0;0;0;0;0,027576698;0;0,012356357;0;0;0;0;0
fruto;0;0;0;0;0,01210727;0,032425422;0,014226775;0;0,045522534;0,022693748;0;0,020605811;0;0;0;0,019173004;0,006058403;0,006229365;0;0,006307159;0,012523482;0;0,011741913;0,01153336;0,020441537;0;0;0,036374218;0;0,025447451;0;0;0,024712715;0,006173602;0,012846865;0;0,01367054;0
informar;0,006691201;0,006548788;0;0;0,006053635;0;0,007113387;0;0,006503219;0;0,025388765;0,013737207;0,013876362;0,032592399;0,007527286;0;0,018175209;0;0,052917053;0;0,006261741;0,047541429;0;0,01730004;0,006813846;0;0,008640055;0,014549687;0;0,016964967;0,006894174;0;0,006178179;0;0;0,029610328;0,00683527;0,006525711
lisardo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,014129283;0;0;0;0;0;0;0,159895772;0,10936432;0,071782824
murmurar;0,013382402;0,013097577;0,014357502;0,012218217;0,006053635;0,010808474;0,007113387;0;0,006503219;0,005673437;0,006347191;0;0,006938181;0,01955544;0,015054573;0,006391001;0,006058403;0,01245873;0,013229263;0,012614317;0,006261741;0,013583265;0,011741913;0,00576668;0;0,03270539;0;0,007274844;0,007064641;0,008482484;0;0;0,012356357;0,03704161;0,006423433;0,011844131;0,00683527;0,006525711
parabién;0,006691201;0,019646365;0,021536253;0;0,006053635;0,005404237;0,014226775;0;0;0,034040622;0;0;0;0;0;0,031955007;0;0,031146826;0,013229263;0;0,006261741;0;0,011741913;0,00576668;0,013627691;0,03270539;0;0,007274844;0,007064641;0;0,013788349;0,026486558;0;0,012347203;0;0;0,03417635;0,006525711
piadoso;0;0,013097577;0;0,012218217;0,01210727;0,005404237;0,007113387;0,008547009;0,032516095;0,005673437;0,012694383;0,034343018;0,027752723;0,00651848;0,022581859;0,006391001;0,006058403;0;0;0;0,031308704;0;0;0;0,013627691;0,006541078;0,008640055;0,007274844;0;0,016964967;0;0,00662164;0,024712715;0;0,019270298;0;0,02734108;0
provocar;0,006691201;0,006548788;0;0,012218217;0,006053635;0,005404237;0;0;0;0,017020311;0,006347191;0,013737207;0,020814542;0,01955544;0;0;0,024233612;0,024917461;0;0;0,006261741;0;0,011741913;0,02306672;0;0;0,008640055;0,021824531;0;0,042412418;0,013788349;0,019864919;0,006178179;0;0,012846865;0,011844131;0;0,026102845
ruido;0,006691201;0;0,007178751;0,006109109;0,024214541;0,005404237;0;0;0;0,017020311;0;0,006868604;0,006938181;0;0,022581859;0,04473701;0,018175209;0;0,006614632;0;0,018785222;0,033958164;0;0,00576668;0;0;0,008640055;0,007274844;0,014129283;0;0,006894174;0;0,024712715;0,012347203;0;0,011844131;0,02050581;0,026102845
término;0,013382402;0,006548788;0,014357502;0,006109109;0,01210727;0,005404237;0,014226775;0,008547009;0;0,022693748;0,006347191;0;0;0,01303696;0;0,006391001;0;0,01245873;0,006614632;0;0,006261741;0;0,011741913;0,01153336;0,006813846;0,039246468;0,025920166;0;0,014129283;0;0,006894174;0,019864919;0;0,006173602;0,019270298;0,023688262;0,01367054;0,013051423
VERDADERO;0,006691201;0,013097577;0;0,006109109;0;0;0,007113387;0,008547009;0,006503219;0,005673437;0,025388765;0,013737207;0;0,01303696;0,007527286;0,012782003;0;0,006229365;0,019843895;0,018921476;0;0,006791633;0,005870956;0;0;0,019623234;0,025920166;0,021824531;0,014129283;0,016964967;0,020682523;0,00662164;0,012356357;0,024694407;0,012846865;0,005922066;0,00683527;0,006525711
bañar;0,020073603;0;0,007178751;0,030545543;0;0,010808474;0,014226775;0,025641026;0,006503219;0,022693748;0,012694383;0,027474414;0;0,00651848;0,015054573;0;0;0;0;0,006307159;0,006261741;0,006791633;0;0,01730004;0,013627691;0,006541078;0,017280111;0,014549687;0,028258566;0;0;0;0,012356357;0,006173602;0,019270298;0,005922066;0;0,006525711
derribar;0;0,006548788;0;0,006109109;0,030268176;0,016212711;0,007113387;0,042735043;0,019509657;0;0,006347191;0,020605811;0,013876362;0;0,007527286;0,006391001;0,006058403;0,006229365;0,006614632;0,006307159;0,018785222;0,020374898;0;0,01153336;0,020441537;0;0,008640055;0,007274844;0;0,008482484;0,020682523;0,00662164;0,012356357;0,006173602;0;0;0,00683527;0,013051423
desvelo;0,006691201;0,019646365;0,007178751;0;0,01210727;0;0,014226775;0;0;0,005673437;0,012694383;0;0,006938181;0,039110879;0,007527286;0;0;0,006229365;0,019843895;0,006307159;0,006261741;0;0;0,00576668;0,006813846;0,013082156;0;0,029099374;0,014129283;0,016964967;0;0,00662164;0,012356357;0,012347203;0;0,035532394;0;0,039154268
flora;0,080294413;0;0;0;0;0;0;0;0,006503219;0,005673437;0;0;0;0;0,060218291;0;0,006058403;0,01245873;0;0;0,006261741;0;0;0;0;0;0;0;0;0;0;0,192027546;0;0;0;0;0;0
marcelo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,307430665;0;0,050923905;0;0;0;0,00662164;0;0;0;0;0;0
nosotros;0;0;0;0,006109109;0,006053635;0,010808474;0,007113387;0,042735043;0,006503219;0,011346874;0;0,061817433;0,020814542;0,00651848;0,022581859;0;0,012116806;0,024917461;0;0;0,012523482;0,006791633;0,011741913;0,01730004;0,006813846;0,013082156;0;0,007274844;0,007064641;0,008482484;0;0,00662164;0,012356357;0,006173602;0,006423433;0,005922066;0;0
raro;0;0;0,021536253;0,018327326;0,006053635;0,005404237;0;0,025641026;0,026012876;0,005673437;0,006347191;0,027474414;0,006938181;0,00651848;0,022581859;0,019173004;0;0,01245873;0,006614632;0;0,012523482;0,006791633;0,005870956;0;0,013627691;0;0;0,014549687;0,014129283;0,042412418;0,006894174;0,013243279;0,012356357;0;0,019270298;0;0;0
romano;0,006691201;0;0;0;0;0,010808474;0;0,008547009;0,006503219;0,017020311;0,019041574;0,137372072;0,006938181;0,01303696;0,022581859;0,038346009;0,012116806;0,006229365;0;0;0,012523482;0;0;0,00576668;0;0;0;0;0;0;0;0;0,006178179;0;0,006423433;0,017766197;0,00683527;0
ruy;0;0;0;0,226037021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,122249389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tío;0,006691201;0;0;0,1405095;0;0;0,007113387;0;0;0,005673437;0;0,006868604;0,020814542;0,00651848;0;0,006391001;0;0;0;0;0;0;0;0;0,068138457;0,019623234;0,008640055;0;0,007064641;0;0;0,019864919;0,006178179;0,018520805;0;0;0;0,006525711
aconsejar;0,006691201;0,006548788;0;0,018327326;0;0,027021185;0;0,017094017;0;0;0;0,006868604;0,006938181;0;0,007527286;0,006391001;0,012116806;0,006229365;0,013229263;0,006307159;0,012523482;0,013583265;0,023483826;0,01730004;0,013627691;0,006541078;0,017280111;0;0,014129283;0;0,006894174;0,019864919;0,012356357;0;0,025693731;0,011844131;0;0,013051423
componer;0,013382402;0,019646365;0;0;0,006053635;0;0,021340162;0,008547009;0,019509657;0,011346874;0;0,020605811;0;0,00651848;0,015054573;0,006391001;0;0,006229365;0,006614632;0,006307159;0,012523482;0;0;0,01153336;0,013627691;0,013082156;0;0,014549687;0;0,076342353;0,006894174;0,013243279;0;0,006173602;0;0,017766197;0,00683527;0,013051423
disponer;0,006691201;0,013097577;0;0,012218217;0,01210727;0;0,007113387;0,017094017;0;0,022693748;0,006347191;0,013737207;0;0,039110879;0,015054573;0,006391001;0,006058403;0,006229365;0,006614632;0,018921476;0,006261741;0,013583265;0;0,00576668;0,013627691;0,013082156;0;0,007274844;0,014129283;0,016964967;0;0,013243279;0,006178179;0;0,006423433;0,005922066;0,00683527;0,019577134
escoger;0,006691201;0,006548788;0,014357502;0;0;0,010808474;0,014226775;0,008547009;0,006503219;0;0;0,013737207;0;0;0,007527286;0,006391001;0,006058403;0,01245873;0;0,006307159;0,006261741;0,013583265;0,082193389;0,00576668;0;0,013082156;0,008640055;0;0;0,025447451;0;0,033108198;0;0,006173602;0,019270298;0,011844131;0;0,006525711
espalda;0,006691201;0,006548788;0,021536253;0,012218217;0,006053635;0,016212711;0,021340162;0,017094017;0,006503219;0,005673437;0,04443034;0,013737207;0,013876362;0;0,037636432;0;0,012116806;0,006229365;0,006614632;0,012614317;0;0,013583265;0;0;0;0,006541078;0;0,007274844;0,007064641;0;0,020682523;0;0,006178179;0,006173602;0,006423433;0;0;0,019577134
helar;0,006691201;0;0,021536253;0;0,01210727;0,005404237;0;0,008547009;0,013006438;0;0,012694383;0,027474414;0;0,01303696;0,015054573;0,012782003;0,012116806;0,006229365;0;0,025228635;0,006261741;0;0;0,02306672;0,013627691;0,006541078;0,008640055;0,014549687;0,007064641;0,008482484;0,006894174;0,00662164;0,024712715;0,006173602;0,019270298;0,011844131;0;0
luto;0;0;0;0,036654652;0,006053635;0;0,021340162;0;0;0;0,006347191;0;0;0;0;0;0,006058403;0,006229365;0;0;0,018785222;0,006791633;0,029354782;0;0;0,019623234;0;0,007274844;0,021193924;0;0,013788349;0;0,098850859;0,030868008;0;0;0;0,013051423
madama;0;0;0;0;0,01210727;0;0;0;0;0;0,006347191;0;0;0;0,015054573;0,076692018;0;0;0,059531684;0;0;0;0;0;0;0;0;0,130947185;0,063581773;0;0;0;0;0;0;0,005922066;0;0
ordenar;0,006691201;0;0,007178751;0,012218217;0,01210727;0,010808474;0;0,017094017;0,013006438;0,005673437;0,006347191;0,013737207;0;0,00651848;0;0;0,006058403;0,006229365;0;0,018921476;0,018785222;0;0,029354782;0,00576668;0,027255383;0;0,017280111;0;0,028258566;0,025447451;0,027576698;0,00662164;0;0,006173602;0,012846865;0;0,00683527;0,006525711
torre;0;0,006548788;0;0,018327326;0,018160906;0,005404237;0,014226775;0,017094017;0;0,005673437;0,012694383;0,006868604;0;0;0,022581859;0,019173004;0,048467224;0;0;0,006307159;0,012523482;0,020374898;0,005870956;0;0,006813846;0;0;0,007274844;0;0,008482484;0,06204757;0,00662164;0;0;0,019270298;0;0,00683527;0
